id,event_id,user_id,rating,comment,share_comment_publicly,created_at,updated_at
11,2662f2f2-e147-4bfb-a3b6-41a7cba757de,c3cebde2-04c5-4bd6-8742-5138c5699944,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Bien-être. Point de référence : Rencontre santé au travail équilibre professionnel - édition 0453.,True,2026-04-12 01:10:11.895327+00:00,2026-04-13 18:38:34.415747+00:00
12,4dc60709-3167-41bb-aa8f-653175b97d40,c79bf178-2ad7-46c5-a8bc-69d76f5a35b2,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,True,2026-04-24 14:38:15.816967+00:00,2026-04-25 18:04:44.111434+00:00
13,73ed9e10-d7dd-4f35-812a-0836380719a5,0d3b9abd-2bf6-47a0-b674-e66bfbd1c058,5,Intervention de qualité avec des exemples concrets. Catégorie : Webinaire. Point de référence : Session en ligne bien-être au travail - édition 0366.,True,2026-04-11 23:09:03.923620+00:00,2026-04-13 06:01:17.041764+00:00
14,685eab0b-417d-4cb4-916d-1e7ea0e5e5d7,13376738-828d-4cdb-b40c-24d0da2a5573,5,Intervention de qualité avec des exemples concrets. Catégorie : Formation. Point de référence : Session de formation contrats et conformité - édition 0058.,True,2026-03-16 10:54:52.001202+00:00,2026-03-18 05:42:03.268416+00:00
15,2a993f2e-58c0-4268-a821-34a46d9e99b3,4fd7b80e-d72e-42b6-8127-2b77a2ab3795,4,Bonne animation avec des points pratiques. Catégorie : Afterwork. Point de référence : Moment convivial équipes projet - édition 0073.,True,2026-04-20 18:40:19.590682+00:00,2026-04-21 02:55:29.385875+00:00
16,3d511cb8-71cf-4f9c-9e3e-2243ccc0c3ba,66254aec-711c-4731-ad1b-12358695cff5,3,"Bon thème, mais le rythme pourrait être mieux équilibré. Catégorie : Atelier. Point de référence : Workshop prise de parole - édition 0784.",False,2026-04-03 05:15:12.908442+00:00,2026-04-06 10:13:38.312408+00:00
17,0a0c2bd6-9d51-441b-83d0-68db4cd99256,8109e1d3-64d6-452e-8d2d-8f0129c10b07,4,Session utile et bien structurée. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne onboarding culturel - édition 0105.,True,2026-03-07 06:22:08.730359+00:00,2026-03-10 20:39:20.374824+00:00
18,73ed9e10-d7dd-4f35-812a-0836380719a5,2ef6e49e-2db4-4aba-9300-2be6b73234f7,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Webinaire. Point de référence : Session en ligne bien-être au travail - édition 0366.,True,2026-04-12 20:29:30.705403+00:00,2026-04-13 22:44:12.299481+00:00
19,35aa3585-3880-466e-a4f8-b30d6b45c62b,6a1ea467-ea53-40e2-9b4e-81c03e3120f5,1,Le contenu ne répondait pas vraiment aux attentes. Catégorie : Afterwork. Point de référence : Soirée réseau finance et business - édition 0858.,False,2026-04-08 12:39:19.440514+00:00,2026-04-08 22:55:44.896694+00:00
20,b5a07b22-e8b4-4066-9f47-dfab0796c1c3,e8dda1ab-4e22-4b44-b642-16d429b530e6,5,"Très bonne session, bien organisée et enrichissante. Catégorie : Networking. Point de référence : Networking experts internes - édition 0810.",False,2026-05-01 06:18:45.600384+00:00,2026-05-01 07:00:27.013479+00:00
21,14a26d46-5b31-499f-ad00-fc30c8e863e4,d10a4f93-a536-4542-b5ff-c16717ab9f40,5,"Très bonne session, bien organisée et enrichissante. Catégorie : RSE. Point de référence : Atelier RSE économie d’énergie - édition 0966.",False,2026-04-26 13:57:56.910525+00:00,2026-04-27 05:14:30.529128+00:00
22,5c16972b-3360-4fab-9157-7a2fe4be1ed7,f85deb38-8a7f-46fd-aa7f-0c9d18401a70,5,Intervention de qualité avec des exemples concrets. Catégorie : Conférence. Point de référence : Table ronde marque employeur - édition 0726.,False,2026-03-11 16:43:49.229785+00:00,2026-03-12 10:26:56.891230+00:00
23,fc34e1fc-4661-4a79-8177-57658ee1d856,cd925f76-6a4a-4b65-b4d7-839f7aa778fc,2,Objectifs utiles mais présentation à clarifier. Catégorie : Webinaire. Point de référence : Live interne IoT et capteurs - édition 0063.,False,2026-03-02 10:58:22.780452+00:00,2026-03-06 04:15:01.720240+00:00
24,2bf86b0c-d22a-4f62-894f-818dcf351857,06cf8ad7-4bdc-42e8-94e2-b0abe12a020b,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Formation. Point de référence : Module d’apprentissage SQL avancé - édition 0065.,True,2026-03-13 17:30:43.995368+00:00,2026-03-16 15:53:29.405579+00:00
25,7dd6c375-bc30-4b54-9918-bfaebbc54d99,85b757d0-f583-4082-88db-1422127834d3,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Formation. Point de référence : Formation cybersécurité - édition 0507.,False,2026-04-02 05:59:45.694781+00:00,2026-04-04 17:36:37.248879+00:00
26,9c310c8a-230b-4fa5-83e3-97417739fdd1,d00211fe-b443-439e-afb4-0eaa14b471eb,2,Objectifs utiles mais présentation à clarifier. Catégorie : Afterwork. Point de référence : Rencontre informelle finance et business - Développement - édition 0886.,False,2026-04-06 00:30:46.337120+00:00,2026-04-10 03:28:31.968747+00:00
27,c55301a7-c74d-4ff0-8635-daafc502b6db,f6e7d21d-ffa2-40da-a777-6cd561fc7ca2,2,Objectifs utiles mais présentation à clarifier. Catégorie : Webinaire. Point de référence : Webinaire reporting financier - édition 0578.,False,2026-03-11 03:27:12.786096+00:00,2026-03-17 02:27:00.016519+00:00
28,10440011-36d1-45cd-b0f9-29469dc42429,af533c93-0a75-475d-b87d-b1decc84048b,3,"Bon thème, mais le rythme pourrait être mieux équilibré. Catégorie : Conférence. Point de référence : Table ronde leadership responsable - édition 0678.",False,2026-05-01 00:50:08.514666+00:00,2026-05-01 10:31:40.391518+00:00
29,79e4e9e1-01be-46d8-bd8c-84a914c0397a,3fe14d18-0cfa-492c-9c98-5c09e18406f4,4,Bonne animation avec des points pratiques. Catégorie : Afterwork. Point de référence : Soirée réseau convivialité - édition 0011.,False,2026-04-21 16:32:37.552830+00:00,2026-04-23 10:34:23.608760+00:00
30,40d339c6-9f7e-4c65-80aa-eeed3589bc0a,c0278ba1-ce60-47e3-9f28-8dd3d2d45b37,1,Organisation insuffisante pour tirer profit du sujet. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne ambassadeurs culture - édition 0406.,False,2026-04-01 22:40:45.442384+00:00,2026-04-03 22:08:46.290187+00:00
31,5c16972b-3360-4fab-9157-7a2fe4be1ed7,b55fd364-1df7-46e9-8a10-21de5cd5b1f3,1,Organisation insuffisante pour tirer profit du sujet. Catégorie : Conférence. Point de référence : Table ronde marque employeur - édition 0726.,False,2026-03-13 16:22:23.104544+00:00,2026-03-17 07:28:11.101651+00:00
32,2a993f2e-58c0-4268-a821-34a46d9e99b3,8ee4e6aa-49bf-4476-8827-7c43c8576b3a,1,Le contenu ne répondait pas vraiment aux attentes. Catégorie : Afterwork. Point de référence : Moment convivial équipes projet - édition 0073.,False,2026-04-18 15:15:54.492255+00:00,2026-04-24 03:55:26.201477+00:00
33,9c310c8a-230b-4fa5-83e3-97417739fdd1,dac9ce9c-3e17-44ed-ac45-a48a89ca4b8d,2,Objectifs utiles mais présentation à clarifier. Catégorie : Afterwork. Point de référence : Rencontre informelle finance et business - Développement - édition 0886.,True,2026-03-28 05:41:47.977041+00:00,2026-03-29 05:26:11.124158+00:00
34,359e99c9-a8e0-464c-a3e4-0cf90413eda0,b8586f4e-0b8d-4c49-99b4-58e4ac4db671,2,Organisation perfectible et interaction limitée. Catégorie : Conférence. Point de référence : Keynote interne finance durable - IoT - édition 0998.,True,2026-04-07 23:28:16.798567+00:00,2026-04-08 17:23:56.202169+00:00
35,32550296-6435-4ef2-90e1-028656282c7f,2620e675-d3ba-4ca5-85bf-2dd08f05bca7,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Networking. Point de référence : Forum d’échanges petit-déjeuner business - édition 0357.,True,2026-03-18 07:24:31.137650+00:00,2026-03-22 04:07:49.442085+00:00
36,b5a07b22-e8b4-4066-9f47-dfab0796c1c3,1b521727-2b9c-4bae-a8f2-c0b975bf998b,4,Bon événement avec un contenu pertinent. Catégorie : Networking. Point de référence : Networking experts internes - édition 0810.,True,2026-05-01 11:25:20.450630+00:00,2026-05-01 12:00:00.000000+00:00
37,10440011-36d1-45cd-b0f9-29469dc42429,7c86415e-73e1-4452-b345-730bd15fcbcf,1,Organisation insuffisante pour tirer profit du sujet. Catégorie : Conférence. Point de référence : Table ronde leadership responsable - édition 0678.,False,2026-04-30 04:17:44.136499+00:00,2026-04-30 22:48:00.163568+00:00
38,5c16972b-3360-4fab-9157-7a2fe4be1ed7,85480232-8d0c-45e2-bb3b-62ccdcf67029,5,"Excellente expérience, contenu clair et directement utile. Catégorie : Conférence. Point de référence : Table ronde marque employeur - édition 0726.",True,2026-03-18 07:49:08.557276+00:00,2026-03-18 18:32:18.416834+00:00
39,14a26d46-5b31-499f-ad00-fc30c8e863e4,fd4de66f-9089-4132-b386-bcc0aed023a5,2,Objectifs utiles mais présentation à clarifier. Catégorie : RSE. Point de référence : Atelier RSE économie d’énergie - édition 0966.,False,2026-04-25 21:39:50.250755+00:00,2026-04-26 19:20:59.291297+00:00
40,fc34e1fc-4661-4a79-8177-57658ee1d856,969f9cbb-d414-4484-aee9-fa12b5505b3e,5,"Excellente expérience, contenu clair et directement utile. Catégorie : Webinaire. Point de référence : Live interne IoT et capteurs - édition 0063.",False,2026-03-03 01:16:56.658624+00:00,2026-03-10 00:44:29.452630+00:00
41,df9061ce-768a-48f5-85fa-9e84b27f3c82,ee85ed55-5fb4-47a4-8a52-97b44ea7f18e,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Atelier. Point de référence : Workshop gestion budgétaire - édition 0104.,False,2026-04-04 06:18:15.779703+00:00,2026-04-06 12:58:24.495306+00:00
42,34e967e2-0842-4433-93c1-f62b9fc23d32,368b0c1f-2b18-45ae-8c55-7445a2e631bc,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Team building. Point de référence : Challenge collectif confiance et coopération - édition 0434.,True,2026-04-09 02:37:46.975159+00:00,2026-04-14 14:25:16.777045+00:00
43,5c16972b-3360-4fab-9157-7a2fe4be1ed7,d432410f-620e-49df-9646-346e8457b3bf,4,Bonne animation avec des points pratiques. Catégorie : Conférence. Point de référence : Table ronde marque employeur - édition 0726.,False,2026-03-13 06:51:03.451217+00:00,2026-03-15 00:55:09.655368+00:00
44,ccd46cab-c742-472f-8b66-729694b1c18b,3b6ac1b8-60cb-45ad-8f33-24086fa4d575,5,Intervention de qualité avec des exemples concrets. Catégorie : RSE. Point de référence : Initiative durable inclusion - édition 0736.,True,2026-04-07 07:01:15.365047+00:00,2026-04-08 18:18:28.688217+00:00
45,40d339c6-9f7e-4c65-80aa-eeed3589bc0a,ef1f441d-713b-4320-8698-2eecbf112a71,5,Intervention de qualité avec des exemples concrets. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne ambassadeurs culture - édition 0406.,False,2026-04-03 17:48:00.672634+00:00,2026-04-08 05:03:29.119056+00:00
46,0a0c2bd6-9d51-441b-83d0-68db4cd99256,60d3d345-0e8d-47d9-8016-5a0a66060125,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne onboarding culturel - édition 0105.,False,2026-03-06 00:23:21.343276+00:00,2026-03-11 00:52:29.653880+00:00
47,fc34e1fc-4661-4a79-8177-57658ee1d856,500e7caa-bf0e-48e3-baf1-303ab0dbca43,3,Contenu utile mais parfois trop général. Catégorie : Webinaire. Point de référence : Live interne IoT et capteurs - édition 0063.,False,2026-03-04 12:34:07.770429+00:00,2026-03-06 19:21:40.989691+00:00
48,7d256949-75b2-4833-a44c-2cee42b2281e,85fcc4be-726c-4bcd-9bc6-c969daa3cd3e,2,Organisation perfectible et interaction limitée. Catégorie : Team building. Point de référence : Team building résolution de problèmes - Juridique - édition 0869.,False,2026-03-16 15:40:51.404647+00:00,2026-03-19 07:57:21.964632+00:00
49,c55301a7-c74d-4ff0-8635-daafc502b6db,a28bebfa-b4eb-4a1f-9fc2-0354999a2f57,4,Bon événement avec un contenu pertinent. Catégorie : Webinaire. Point de référence : Webinaire reporting financier - édition 0578.,True,2026-03-11 17:23:24.414057+00:00,2026-03-11 21:20:51.260895+00:00
50,2a993f2e-58c0-4268-a821-34a46d9e99b3,cda07ab2-acb0-42ea-8b8d-d21f330bf70c,4,Bon événement avec un contenu pertinent. Catégorie : Afterwork. Point de référence : Moment convivial équipes projet - édition 0073.,True,2026-04-23 03:20:29.683477+00:00,2026-04-23 10:02:21.362826+00:00
51,b4460a6b-789c-4b16-bca0-3794329f0ab3,7120f862-693b-4518-8e4c-e2bfe7963695,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Bien-être. Point de référence : Pause prévention équilibre professionnel - édition 0249.,True,2026-04-29 05:20:04.052590+00:00,2026-05-01 01:41:52.277292+00:00
52,9d3098e0-1636-4cc4-afda-35b15eccbcc4,91f76ca7-ada9-4b5b-87c9-c7b966228ec6,4,Bon événement avec un contenu pertinent. Catégorie : Culture d’entreprise. Point de référence : Session valeurs collaboration transversale - édition 0127.,False,2026-03-25 22:02:34.685672+00:00,2026-03-27 10:39:56.736614+00:00
53,9c310c8a-230b-4fa5-83e3-97417739fdd1,d10a4f93-a536-4542-b5ff-c16717ab9f40,4,Session utile et bien structurée. Catégorie : Afterwork. Point de référence : Rencontre informelle finance et business - Développement - édition 0886.,True,2026-03-28 19:23:40.577715+00:00,2026-04-03 13:28:17.932737+00:00
54,40d339c6-9f7e-4c65-80aa-eeed3589bc0a,a7019b71-bdec-45fd-aa1f-46c39d0046c3,2,Session trop courte pour couvrir le sujet correctement. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne ambassadeurs culture - édition 0406.,True,2026-04-03 18:29:31.201869+00:00,2026-04-08 01:48:57.629798+00:00
55,9d3098e0-1636-4cc4-afda-35b15eccbcc4,3c0142b7-95e6-4f7f-b870-c04bcbdf37c3,2,Contenu intéressant mais pas assez approfondi. Catégorie : Culture d’entreprise. Point de référence : Session valeurs collaboration transversale - édition 0127.,True,2026-03-24 12:44:33.421704+00:00,2026-03-31 21:09:18.508718+00:00
56,5c16972b-3360-4fab-9157-7a2fe4be1ed7,fcde4003-2759-47b7-b54d-25da4c86740a,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Conférence. Point de référence : Table ronde marque employeur - édition 0726.,False,2026-03-13 04:09:31.758518+00:00,2026-03-15 00:53:17.819169+00:00
57,4dc60709-3167-41bb-aa8f-653175b97d40,f97a0b32-2873-4e32-aeb0-26f42cfbc29d,5,Format dynamique et échanges très constructifs. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,False,2026-04-26 06:09:55.148639+00:00,2026-04-28 11:40:08.812150+00:00
58,32550296-6435-4ef2-90e1-028656282c7f,432c2cf9-dd95-45fd-9867-4bb233d84a2f,1,Le contenu ne répondait pas vraiment aux attentes. Catégorie : Networking. Point de référence : Forum d’échanges petit-déjeuner business - édition 0357.,True,2026-03-21 03:23:28.360832+00:00,2026-03-22 08:36:07.008664+00:00
59,4dc60709-3167-41bb-aa8f-653175b97d40,8e755df7-d353-4b98-b399-336164ee4a93,1,Session difficile à suivre et peu pratique. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,False,2026-04-18 07:26:36.789268+00:00,2026-04-18 18:23:54.929422+00:00
60,0d190215-dd65-4aca-a803-d461f0c97c68,27450660-9126-425f-8a4c-ee13055c3619,5,Intervention de qualité avec des exemples concrets. Catégorie : RSE. Point de référence : Action RSE économie d’énergie - édition 0501.,False,2026-03-16 05:17:34.840695+00:00,2026-03-21 05:04:21.670430+00:00
61,b5a07b22-e8b4-4066-9f47-dfab0796c1c3,4c9ed491-fd91-409f-a4ce-61dddd56f08f,4,Bonne animation avec des points pratiques. Catégorie : Networking. Point de référence : Networking experts internes - édition 0810.,False,2026-05-01 06:07:48.565700+00:00,2026-05-01 10:44:29.078580+00:00
62,0a0c2bd6-9d51-441b-83d0-68db4cd99256,d038d3e8-db0f-4824-9216-4de208fd6652,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne onboarding culturel - édition 0105.,True,2026-03-05 01:17:42.315104+00:00,2026-03-06 19:34:41.701246+00:00
63,bd1a3473-a2be-43bf-9f69-fbd42e9fb520,f2a1a80b-ee11-4d4d-934b-4728eb24d690,3,Contenu utile mais parfois trop général. Catégorie : Afterwork. Point de référence : Rencontre informelle réseau interne - édition 0224.,False,2026-03-29 22:55:44.739241+00:00,2026-04-01 19:32:39.002177+00:00
64,14a26d46-5b31-499f-ad00-fc30c8e863e4,8f21075b-8c2d-4291-98de-3f070ea2a227,5,Format dynamique et échanges très constructifs. Catégorie : RSE. Point de référence : Atelier RSE économie d’énergie - édition 0966.,False,2026-04-26 19:47:45.402008+00:00,2026-04-29 04:04:50.356775+00:00
65,c63b2370-25af-4d8f-9320-7226692b196b,ee85ed55-5fb4-47a4-8a52-97b44ea7f18e,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Conférence. Point de référence : Table ronde finance durable - édition 0697.,True,2026-04-30 09:21:02.147936+00:00,2026-04-30 18:34:04.293316+00:00
66,2a993f2e-58c0-4268-a821-34a46d9e99b3,cf29d572-baa2-4d38-804f-fd6f6cf8a890,2,Contenu intéressant mais pas assez approfondi. Catégorie : Afterwork. Point de référence : Moment convivial équipes projet - édition 0073.,False,2026-04-28 17:35:22.021737+00:00,2026-04-29 05:56:12.787174+00:00
67,fc34e1fc-4661-4a79-8177-57658ee1d856,3827f77d-c5b6-4965-a25c-b6482d583783,5,"Excellente expérience, contenu clair et directement utile. Catégorie : Webinaire. Point de référence : Live interne IoT et capteurs - édition 0063.",False,2026-03-12 15:25:59.798040+00:00,2026-03-15 08:39:34.027343+00:00
68,73ed9e10-d7dd-4f35-812a-0836380719a5,4104f49c-666e-4c48-8185-e1ef630c83c1,5,"Très bonne session, bien organisée et enrichissante. Catégorie : Webinaire. Point de référence : Session en ligne bien-être au travail - édition 0366.",True,2026-04-17 02:28:20.479151+00:00,2026-04-21 17:27:35.828830+00:00
69,2bf86b0c-d22a-4f62-894f-818dcf351857,d5d7156b-757a-4b4f-9950-c3a38b7b858d,5,"Excellente expérience, contenu clair et directement utile. Catégorie : Formation. Point de référence : Module d’apprentissage SQL avancé - édition 0065.",False,2026-03-16 01:04:39.261382+00:00,2026-03-20 20:49:20.925247+00:00
70,0a0c2bd6-9d51-441b-83d0-68db4cd99256,27e57f44-3711-4937-96be-d80bcf09b05d,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne onboarding culturel - édition 0105.,True,2026-03-07 22:46:54.692294+00:00,2026-03-16 10:07:39.239922+00:00
71,4dc60709-3167-41bb-aa8f-653175b97d40,8006d300-c0ae-4a0d-ba53-074804f86119,4,Bon événement avec un contenu pertinent. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,False,2026-04-16 12:00:28.879302+00:00,2026-04-24 09:09:16.972634+00:00
72,b5a07b22-e8b4-4066-9f47-dfab0796c1c3,8de3a1bf-0867-4629-9291-42a74caf9008,5,"Très bonne session, bien organisée et enrichissante. Catégorie : Networking. Point de référence : Networking experts internes - édition 0810.",False,2026-05-01 06:04:41.171135+00:00,2026-05-01 11:47:44.871589+00:00
73,785cfbf1-488c-41df-aacd-31498c90fb44,3b146662-5da3-44f9-a3a2-be2e8ab5f602,2,Objectifs utiles mais présentation à clarifier. Catégorie : Networking. Point de référence : Speed meeting communautés internes - Ressources humaines - édition 0449.,True,2026-04-03 09:06:04.671822+00:00,2026-04-04 08:56:47.326656+00:00
74,0a0c2bd6-9d51-441b-83d0-68db4cd99256,23ce8810-f0b8-4d2e-8e2b-68771418b437,4,Bon événement avec un contenu pertinent. Catégorie : Culture d’entreprise. Point de référence : Rencontre culture interne onboarding culturel - édition 0105.,True,2026-03-04 20:05:59.718117+00:00,2026-03-09 22:52:22.345487+00:00
75,df9061ce-768a-48f5-85fa-9e84b27f3c82,7d24e8ab-d927-443c-a1e1-04b73211032b,5,Format dynamique et échanges très constructifs. Catégorie : Atelier. Point de référence : Workshop gestion budgétaire - édition 0104.,False,2026-03-31 16:05:30.346404+00:00,2026-04-01 14:02:37.302626+00:00
76,4dc60709-3167-41bb-aa8f-653175b97d40,9af4b494-b502-4444-9cfd-9e6df7e6f022,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,True,2026-04-21 10:05:50.310911+00:00,2026-04-22 14:14:20.062184+00:00
77,14a26d46-5b31-499f-ad00-fc30c8e863e4,67b9e613-4792-4b7e-88f0-54df3f761ed0,5,"Excellente expérience, contenu clair et directement utile. Catégorie : RSE. Point de référence : Atelier RSE économie d’énergie - édition 0966.",True,2026-04-25 20:17:05.619123+00:00,2026-04-26 13:12:13.235836+00:00
78,0d190215-dd65-4aca-a803-d461f0c97c68,b9c5c31c-70c5-4d31-b5fa-06019974af0a,1,Organisation insuffisante pour tirer profit du sujet. Catégorie : RSE. Point de référence : Action RSE économie d’énergie - édition 0501.,True,2026-03-15 14:08:16.485953+00:00,2026-03-23 09:58:07.535976+00:00
79,df9061ce-768a-48f5-85fa-9e84b27f3c82,da7d8ca8-db94-48b0-87a9-6c6a4d12c1cb,1,Expérience limitée avec trop peu de valeur opérationnelle. Catégorie : Atelier. Point de référence : Workshop gestion budgétaire - édition 0104.,True,2026-03-30 19:26:52.138006+00:00,2026-04-05 13:13:27.448608+00:00
80,ccd46cab-c742-472f-8b66-729694b1c18b,d46bbc33-a6b9-4170-bdd9-62088f76392b,5,Intervention de qualité avec des exemples concrets. Catégorie : RSE. Point de référence : Initiative durable inclusion - édition 0736.,False,2026-04-09 17:22:01.958802+00:00,2026-04-14 20:15:58.552371+00:00
81,4dc60709-3167-41bb-aa8f-653175b97d40,78af47a7-ad8d-4faf-a4eb-52cb18a6a2cd,4,Événement intéressant et globalement réussi. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,False,2026-04-16 06:40:46.042077+00:00,2026-04-20 23:29:08.591846+00:00
82,39bfc35e-8bb4-403e-b418-4d800493599f,7fe85746-fe19-422b-8bf2-d167d79a2d1a,3,Session correcte avec quelques pistes d’amélioration. Catégorie : Atelier. Point de référence : Atelier collaboratif gestion budgétaire - édition 0888.,False,2026-03-25 12:28:44.370452+00:00,2026-03-26 21:01:44.845437+00:00
83,fc34e1fc-4661-4a79-8177-57658ee1d856,db513ac4-80bc-4d09-864b-24fb5dee1da4,1,Session difficile à suivre et peu pratique. Catégorie : Webinaire. Point de référence : Live interne IoT et capteurs - édition 0063.,False,2026-03-04 15:13:31.952022+00:00,2026-03-06 03:56:10.621838+00:00
84,c63b2370-25af-4d8f-9320-7226692b196b,e24ef779-8a19-45dc-82da-af12648144c1,3,Expérience satisfaisante avec davantage d’exemples souhaités. Catégorie : Conférence. Point de référence : Table ronde finance durable - édition 0697.,True,2026-04-30 11:07:13.158273+00:00,2026-05-01 09:48:04.721305+00:00
85,4dfd9a7c-50c9-41e3-9125-2ebbe63e128b,ef1f441d-713b-4320-8698-2eecbf112a71,4,Session utile et bien structurée. Catégorie : Team building. Point de référence : Défi collaboratif résolution de problèmes - édition 0162.,False,2026-04-19 17:21:20.922544+00:00,2026-04-27 08:42:12.025789+00:00
86,4dc60709-3167-41bb-aa8f-653175b97d40,374bb2b1-7239-47b4-a7f3-42a9312229af,1,Organisation insuffisante pour tirer profit du sujet. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,False,2026-04-22 12:51:21.767287+00:00,2026-04-22 20:41:10.383336+00:00
87,9d3098e0-1636-4cc4-afda-35b15eccbcc4,500e7caa-bf0e-48e3-baf1-303ab0dbca43,4,Bonne animation avec des points pratiques. Catégorie : Culture d’entreprise. Point de référence : Session valeurs collaboration transversale - édition 0127.,False,2026-03-28 07:55:12.108179+00:00,2026-04-03 06:12:10.001659+00:00
88,4dc60709-3167-41bb-aa8f-653175b97d40,e1b1a83d-dc8c-4bf1-a264-f6eea0333568,2,Session trop courte pour couvrir le sujet correctement. Catégorie : Networking. Point de référence : Speed meeting forum projets - édition 0900.,True,2026-04-15 17:50:10.362939+00:00,2026-04-15 22:58:06.264857+00:00
